English,Compound,"Izaki Reading
(sandhi applied)"
#ERROR!,百代,#ERROR!
Hundred harms,百害,#ERROR!
#ERROR!,百薬,#ERROR!
#ERROR!,百家,#ERROR!
#ERROR!,百官,#ERROR!
100 Views,百景,#ERROR!
Hundred flowers,百花,pyakuhwa
department store,百貨店,#ERROR!
whooping cough,百日咳,#ERROR!
#ERROR!,百般,#ERROR!
hundred thunderclaps,百雷,#ERROR!
peasant,百姓,#ERROR!
#ERROR!,百千,#ERROR!
#ERROR!,百出,#ERROR!
One hundred battles,百戦,#ERROR!
#ERROR!,皆伝,kaiden
#ERROR!,皆兵,#ERROR!
#ERROR!,皆既,#ERROR!
#ERROR!,皆勤,#ERROR!
#ERROR!,皆伐,#ERROR!
Imperial Way,皇道,#ERROR!
#ERROR!,皇宮,#ERROR!
Imperial Army,皇軍,#ERROR!
imperial science,皇學,#ERROR!
imperial family,皇家,#ERROR!
#ERROR!,皇基,kōnki
#ERROR!,皇紀,#ERROR!
#ERROR!,皇権,kōnkwon
#ERROR!,皇民,#ERROR!
#ERROR!,皇命,#ERROR!
#ERROR!,皇恩,#ERROR!
#ERROR!,皇籍,#ERROR!
#ERROR!,皇祖,#ERROR!
#ERROR!,皇土,#ERROR!
#ERROR!,皇都,#ERROR!
emperor,皇帝,#ERROR!
#ERROR!,皇朝,#ERROR!
Imperial destiny,皇運,#ERROR!
Imperial Emperor,皇宗,#ERROR!
Crown Prince,皇嗣,#ERROR!
#ERROR!,皇妃,#ERROR!
Imperial sister,皇妹,#ERROR!
#ERROR!,皇威,#ERROR!
#ERROR!,皇孫,#ERROR!
imperial family,皇祚,#ERROR!
#ERROR!,盗犯,#ERROR!
#ERROR!,盗用,tōyō
Grave robbery,盗掘,#ERROR!
Stolen goods,盗品,#ERROR!
#ERROR!,盗作,#ERROR!
#ERROR!,盗む,#ERROR!
Theft,盗伐,#ERROR!
#ERROR!,盗塁,#ERROR!
kleptomania,盗癖,#ERROR!
alliance,盟,mei
pact,盟約,#ERROR!
#ERROR!,盲愛,mānnai
#ERROR!,盲導犬,māndōken
#ERROR!,盲者,#ERROR!
Blind faith,盲信,#ERROR!
#ERROR!,盲点,#ERROR!
appendicitis,盲腸,#ERROR!
brow,眉宇,#ERROR!
#ERROR!,看取,#ERROR!
#ERROR!,看護,#ERROR!
nurse,看護婦,#ERROR!
signboard,看板,#ERROR!
#ERROR!,看視,#ERROR!
see through,看破,#ERROR!
#ERROR!,督戦,#ERROR!
#ERROR!,督励,#ERROR!
glimpse,瞥見,#ERROR!
#ERROR!,矛盾,#ERROR!
After all,矢張り,#ERROR!
#ERROR!,矩形,kukei
arsenic,砒素,#ERROR!
#ERROR!,砕石,#ERROR!
#ERROR!,砕身,#ERROR!
#ERROR!,砕土,#ERROR!
#ERROR!,砕屑,#ERROR!
#ERROR!,砕氷,#ERROR!
#ERROR!,破防,pabān
Break,破断,#ERROR!
Broken engagement,破談,#ERROR!
#ERROR!,破顔,#ERROR!
#ERROR!,破壊,#ERROR!
#ERROR!,破戒,#ERROR!
#ERROR!,破却,#ERROR!
#ERROR!,破魔,#ERROR!
#ERROR!,破帽,#ERROR!
#ERROR!,破風,papūn
Bankruptcy,破算,#ERROR!
dashed line,破線,#ERROR!
shipwreck,破船,#ERROR!
#ERROR!,破水,#ERROR!
#ERROR!,破調,#ERROR!
#ERROR!,破瓜,#ERROR!
#ERROR!,破砕,paswai
Bamboo,破竹,pachuku
#ERROR!,硅素,#ERROR!
nitric acid,硝酸,susan
saltpeter,硝石,sushaki
gunpowder,硝煙,#ERROR!
sulfide,硫化,#ERROR!
hydrogen sulfide,硫化水素,#ERROR!
#ERROR!,硬度,#ERROR!
#ERROR!,硬座,kyōnjwa
#ERROR!,硬骨,#ERROR!
#ERROR!,硬球,#ERROR!
Hard and soft,硬軟,#ERROR!
jadeite,硬玉,#ERROR!
#ERROR!,硬派,#ERROR!
#ERROR!,硬変,#ERROR!
hard car,硬車,#ERROR!
#ERROR!,硬式,#ERROR!
hard tone,硬調,#ERROR!
hard,硬い,#ERROR!
boron,硼素,#ERROR!
#ERROR!,碁会,#ERROR!
#ERROR!,碁盤,#ERROR!
#ERROR!,碍子,#ERROR!
monument,碑面,pimyen
#ERROR!,碑銘,#ERROR!
Aoi,碧,#ERROR!
#ERROR!,碧海,#ERROR!
#ERROR!,碧空,#ERROR!
#ERROR!,碧玉,#ERROR!
advanced studies,碩學,#ERROR!
magnetic field,磁界,chikai
#ERROR!,磁極,#ERROR!
magnetization,磁化,#ERROR!
magnetic force,磁力,#ERROR!
#ERROR!,磁性,#ERROR!
#ERROR!,磁石,#ERROR!
#ERROR!,磁土,#ERROR!
#ERROR!,磁針,chichin
#ERROR!,磐石,shaki
#ERROR!,磐越,#ERROR!
year of prayer,祈年,kinyen
#ERROR!,祐筆,bis
#ERROR!,祝電,#ERROR!
#ERROR!,祝辞,#ERROR!
#ERROR!,祝言,#ERROR!
#ERROR!,祝杯,#ERROR!
#ERROR!,祝着,#ERROR!
#ERROR!,祝砲,#ERROR!
#ERROR!,祝祭日,#ERROR!
#ERROR!,祝典,chukutyun
#ERROR!,祝勝,#ERROR!
#ERROR!,祝祷,#ERROR!
#ERROR!,祥伝,#ERROR!
#ERROR!,票,#ERROR!
Voting fields,票田,#ERROR!
#ERROR!,票決,#ERROR!
#ERROR!,票数,#ERROR!
#ERROR!,禄米,#ERROR!
calamity,禍,ka
#ERROR!,禍福,#ERROR!
#ERROR!,禍根,#ERROR!
#ERROR!,禽獣,#ERROR!
#ERROR!,秀,#ERROR!
#ERROR!,秀逸,zūīs
#ERROR!,秀歌,#ERROR!
beautiful,秀麗,#ERROR!
masterpiece,秀作,#ERROR!
#ERROR!,秀峰,#ERROR!
#ERROR!,秀英,#ERROR!
per second,秒速,#ERROR!
#ERROR!,秒針,#ERROR!
tax,租,#ERROR!
#ERROR!,租界,#ERROR!
King of Qin,秦王,#ERROR!
order,秩序,#ERROR!
name beauty,称美,#ERROR!
appellation,称呼,#ERROR!
title system,称制,#ERROR!
#ERROR!,称揚,#ERROR!
Rare,稀覯,#ERROR!
Hiemai,稗益,#ERROR!
#ERROR!,稚拙,zhisos
#ERROR!,稚気,#ERROR!
#ERROR!,稚魚,#ERROR!
Ridge,稜,#ERROR!
#ERROR!,稼得,katuku
Manuscript,稿本,#ERROR!
#ERROR!,稿料,#ERROR!
grain,穀,#ERROR!
grain flour,穀粉,#ERROR!
#ERROR!,穀類,#ERROR!
#ERROR!,穀倉,#ERROR!
#ERROR!,穀象,kukuzān
#ERROR!,穎,
#ERROR!,穏和,#ERROR!
Moderate,穏当,#ERROR!
caveman,穴居,#ERROR!
#ERROR!,穿山,#ERROR!
#ERROR!,穿刺,#ERROR!
#ERROR!,穿孔,#ERROR!
gusts of wind,突風,tospūn
#ERROR!,突端,#ERROR!
jetty,突堤,#ERROR!
#ERROR!,突貫,#ERROR!
#ERROR!,窃取,#ERROR!
#ERROR!,窃視,#ERROR!
#ERROR!,窓下,soinka
Outside the window,窓外,soinnwai
Desperate situation,窮余,#ERROR!
#ERROR!,窮民,#ERROR!
#ERROR!,窮迫,#ERROR!
predicament,窮理,#ERROR!
death in distress,窮死,#ERROR!
corner rat,窮鼠,#ERROR!
#ERROR!,窯変,#ERROR!
#ERROR!,窯業,#ERROR!
Guidance,窺知,#ERROR!
dragon,竜,#ERROR!
#ERROR!,竜紋,#ERROR!
#ERROR!,竜眼,#ERROR!
#ERROR!,竜顔,#ERROR!
#ERROR!,竜骨,#ERROR!
#ERROR!,竜口,#ERROR!
Ryumon,竜門,ryōnmun
#ERROR!,竜神,#ERROR!
gentian,竜胆,#ERROR!
Ryuchi,竜池,#ERROR!
#ERROR!,竜頭,#ERROR!
#ERROR!,竜象,#ERROR!
#ERROR!,竜虎,#ERROR!
#ERROR!,竜騎,#ERROR!
Dragon Phoenix,竜鳳,#ERROR!
#ERROR!,章,#ERROR!
chapter stage,章段,#ERROR!
#ERROR!,章題,#ERROR!
#ERROR!,章句,tsūnku
#ERROR!,章末,#ERROR!
Bill of Laws,章典,#ERROR!
#ERROR!,章程,#ERROR!
#ERROR!,童顔,#ERROR!
#ERROR!,童形,#ERROR!
#ERROR!,童女,#ERROR!
#ERROR!,童心,#ERROR!
bamboo barley fish,竹麦魚,#ERROR!
bamboo garden,竹園,#ERROR!
#ERROR!,竹材,#ERROR!
#ERROR!,竿頭,#ERROR!
funny story,笑談,#ERROR!
#ERROR!,笑気,#ERROR!
Shono,笑納,#ERROR!
#ERROR!,笑殺,#ERROR!
#ERROR!,笑声,#ERROR!
#ERROR!,笑止,#ERROR!
#ERROR!,笑話,#ERROR!
#ERROR!,笑劇,#ERROR!
syllable,符節,#ERROR!
#ERROR!,符丁,futīn
Cylindrical,筒状,#ERROR!
#ERROR!,筒内,#ERROR!
#ERROR!,箋,#ERROR!
#ERROR!,箔,#ERROR!
#ERROR!,篤実,#ERROR!
Atsutaka,篤敬,#ERROR!
diligent farming,篤農,#ERROR!
Atsushi,篤志,#ERROR!
#ERROR!,篤信,#ERROR!
#ERROR!,簒奪,#ERROR!
#ERROR!,簾中,#ERROR!
#ERROR!,簿記,#ERROR!
Off the books,簿外,#ERROR!
basket ball,籠球,#ERROR!
#ERROR!,粋人,#ERROR!
#ERROR!,粒度,#ERROR!
#ERROR!,粒状,ryusshān
Grain-based,粒食,#ERROR!
#ERROR!,粒剤,#ERROR!
#ERROR!,粒径,ryuskei
#ERROR!,粗大,#ERROR!
#ERROR!,粗布,#ERROR!
#ERROR!,粗衣,#ERROR!
shabby,粗末,#ERROR!
Coarse and dense,粗密,#ERROR!
#ERROR!,粗放,#ERROR!
#ERROR!,粗略,#ERROR!
Simple food,粗食,#ERROR!
#ERROR!,粗糖,#ERROR!
#ERROR!,粗製,#ERROR!
#ERROR!,粗忽,#ERROR!
brutality,粗暴,#ERROR!
Coarse,粗朶,#ERROR!
crude steel,粗鋼,#ERROR!
Roughness,粗鬆,#ERROR!
viscosity,粘度,#ERROR!
#ERROR!,粘液,#ERROR!
#ERROR!,粘性,#ERROR!
viscous,粘稠,#ERROR!
#ERROR!,粘菌,#ERROR!
#ERROR!,粛軍,sukugun
#ERROR!,粛正,#ERROR!
#ERROR!,糊口,#ERROR!
#ERROR!,糞,#ERROR!
#ERROR!,糞便,#ERROR!
Kasu lees,糟粕,#ERROR!
#ERROR!,糟糠,#ERROR!
#ERROR!,糧道,#ERROR!
#ERROR!,糧米,#ERROR!
#ERROR!,糧食,#ERROR!
food supply,糧秣,#ERROR!
#ERROR!,糸状,#ERROR!
#ERROR!,糾合,#ERROR!
#ERROR!,糾明,#ERROR!
#ERROR!,糾問,#ERROR!
#ERROR!,紐帯,#ERROR!
#ERROR!,紡,#ERROR!
#ERROR!,紡織,#ERROR!
spindle,紡錘,#ERROR!
Cumulative,累,#ERROR!
#ERROR!,累代,#ERROR!
#ERROR!,累減,#ERROR!
#ERROR!,累計,#ERROR!
#ERROR!,累年,#ERROR!
#ERROR!,累進,#ERROR!
Powers,累乗,#ERROR!
#ERROR!,紳,#ERROR!
#ERROR!,紺系,kankei
#ERROR!,紺青,#ERROR!
#ERROR!,紺地,#ERROR!
#ERROR!,紺碧,#ERROR!
#ERROR!,組合,#ERROR!
#ERROR!,組成,#ERROR!
organization,組織,#ERROR!
#ERROR!,絞殺,#ERROR!
Hanging,絞首,#ERROR!
#ERROR!,絡,#ERROR!
#ERROR!,絹本,#ERROR!
#ERROR!,絹帛,#ERROR!
silk thread,絹糸,kyenshi
#ERROR!,綬,#ERROR!
Order of the Rising Sun,綬章,#ERROR!
network,網,#ERROR!
#ERROR!,網状,#ERROR!
#ERROR!,綿,#ERROR!
#ERROR!,綿棒,#ERROR!
#ERROR!,綿布,#ERROR!
#ERROR!,綿服,#ERROR!
#ERROR!,綿花,#ERROR!
#ERROR!,綿業,#ERROR!
#ERROR!,綿糸,#ERROR!
#ERROR!,緩解,#ERROR!
#ERROR!,緩和,#ERROR!
Slow and fast,緩急,#ERROR!
#ERROR!,緩徐,#ERROR!
#ERROR!,緬,
suture,縫合,#ERROR!
#ERROR!,縮図,#ERROR!
reduction,縮減,#ERROR!
contraction,縮約,#ERROR!
#ERROR!,縮刷,#ERROR!
#ERROR!,縮小,#ERROR!
#ERROR!,縮尺,#ERROR!
#ERROR!,繊,#ERROR!
fiber,繊維,#ERROR!
#ERROR!,繊毛,#ERROR!
Crescent Moon,繊月,#ERROR!
delicate,繊巧,#ERROR!
Copula,繋辞,#ERROR!
#ERROR!,缶,fu
canning,缶詰,#ERROR!
criminal punishment,罪刑,#ERROR!
#ERROR!,罪過,#ERROR!
crime name,罪名,#ERROR!
#ERROR!,罪証,#ERROR!
#ERROR!,罪障,#ERROR!
guilt,罪責,#ERROR!
#ERROR!,罪業,#ERROR!
#ERROR!,罫,#ERROR!
#ERROR!,罫線,#ERROR!
#ERROR!,罫紙,#ERROR!
signature,署名,#ERROR!
#ERROR!,署内,#ERROR!
Officer,署員,#ERROR!
#ERROR!,罵詈,#ERROR!
#ERROR!,罷業,bawya
#ERROR!,罹患,#ERROR!
disaster,罹災,#ERROR!
#ERROR!,羅針,#ERROR!
#ERROR!,羽化,#ERROR!
Uetsu,羽越,#ERROR!
#ERROR!,翌晩,yokuban
#ERROR!,翌日,yokunis
#ERROR!,翌年,yokunyen
Green,翠,#ERROR!
#ERROR!,翰林,#ERROR!
#ERROR!,翻案,honnan
translation,翻訳,#ERROR!
#ERROR!,翻意,#ERROR!
reprint,翻刻,honkaku
And now,而今,#ERROR!
age thirty,而立,#ERROR!
pressure resistance,耐圧,#ERROR!
Disease resistance,耐病,#ERROR!
fireproof,耐火,nwihwa
#ERROR!,耐寒,#ERROR!
Windproof,耐風,#ERROR!
Acid resistance,耐酸,#ERROR!
Water resistant,耐水,#ERROR!
Earthquake resistance,耐震,#ERROR!
#ERROR!,耐食,#ERROR!
endurance,耐乏,nwifos
#ERROR!,耗弱,kōjaku
#ERROR!,耽美,#ERROR!
#ERROR!,耽読,#ERROR!
#ERROR!,耽溺,#ERROR!
intercostal space,肋間,#ERROR!
Cod liver oil,肝油,#ERROR!
#ERROR!,肝内,#ERROR!
Liver bile,肝胆,#ERROR!
#ERROR!,肝癌,#ERROR!
#ERROR!,肝腫,#ERROR!
#ERROR!,股肱,ko
#ERROR!,肥育,piiku
#ERROR!,肥厚,#ERROR!
#ERROR!,肥培,#ERROR!
shoulder blades,肩甲,#ERROR!
#ERROR!,肩章,kontsūn
#ERROR!,肯定,#ERROR!
Confirmation,肯綮,#ERROR!
lung disease,肺病,#ERROR!
lungs,肺臓,#ERROR!
Lung effusion,肺気,#ERROR!
alveoli,肺胞,#ERROR!
lungs,肺腑,#ERROR!
#ERROR!,胃,i
stomach disease,胃病,#ERROR!
gastric juice,胃液,#ERROR!
stomach wall,胃壁,#ERROR!
stomach acid,胃酸,#ERROR!
#ERROR!,胃潰瘍,ikwiyān
#ERROR!,胃炎,#ERROR!
#ERROR!,胃痛,#ERROR!
#ERROR!,胎教,taikyau
placenta,胎盤,#ERROR!
#ERROR!,胎生,#ERROR!
#ERROR!,胎蔵,#ERROR!
#ERROR!,胞子,pōtsi
#ERROR!,胴部,#ERROR!
#ERROR!,胴衣,#ERROR!
Long body,胴長,#ERROR!
#ERROR!,胸前,#ERROR!
#ERROR!,胸郭,#ERROR!
Pectoral muscles,胸筋,#ERROR!
#ERROR!,胸骨,#ERROR!
#ERROR!,胸膜,#ERROR!
#ERROR!,胸壁,#ERROR!
Chest and abdomen,胸腹,#ERROR!
Pleural effusion,胸水,#ERROR!
bust,胸像,#ERROR!
#ERROR!,胸底,#ERROR!
Chest circumference,胸囲,#ERROR!
thoracic vertebrae,胸椎,#ERROR!
cuirass,胸甲,#ERROR!
chest pain,胸痛,#ERROR!
thoracic cavity,胸腔,hyūn
#ERROR!,胸裏,#ERROR!
#ERROR!,胸襟,hyūnkin
#ERROR!,脊柱,#ERROR!
nephritis,腎炎,#ERROR!
#ERROR!,腎虚,#ERROR!
#ERROR!,腫脹,#ERROR!
mass,腫瘤,#ERROR!
waist,腰部,#ERROR!
#ERROR!,腰間,#ERROR!
lumbar vertebrae,腰椎,#ERROR!
#ERROR!,腰脊,#ERROR!
#ERROR!,腸液,#ERROR!
#ERROR!,腸間,#ERROR!
#ERROR!,腸骨,#ERROR!
#ERROR!,腸管,#ERROR!
intestines,腸内,#ERROR!
intestinal wall,腸壁,#ERROR!
Enteritis,腸炎,#ERROR!
intestinal cancer,腸癌,#ERROR!
#ERROR!,腸腺,#ERROR!
#ERROR!,腺病,#ERROR!
#ERROR!,腺癌,#ERROR!
#ERROR!,膀胱結石,#ERROR!
#ERROR!,膏薬,#ERROR!
#ERROR!,膏血,#ERROR!
below the knee,膝下,#ERROR!
#ERROR!,膝蓋,#ERROR!
agglutinative language,膠着語,chakugo
#ERROR!,膨大,#ERROR!
Dining section,膳部,#ERROR!
abscess,膿瘍,#ERROR!
#ERROR!,臥位,#ERROR!
#ERROR!,臥床,#ERROR!
Crouching Dragon,臥竜,#ERROR!
On-site,臨場,#ERROR!
#ERROR!,臨監,#ERROR!
#ERROR!,臨幸,#ERROR!
Inspection,臨検,#ERROR!
#ERROR!,臨港,#ERROR!
#ERROR!,臨席,#ERROR!
#ERROR!,臨戦,#ERROR!
#ERROR!,臨調,#ERROR!
#ERROR!,臨月,#ERROR!
temporary,臨時,rinzhi
clinical,臨床,#ERROR!
sense of smell,臭覚,#ERROR!
#ERROR!,臭化,#ERROR!
#ERROR!,臭味,#ERROR!
#ERROR!,臭素,shūso
#ERROR!,臭腺,shūsen
Completion,致仕,chishi
#ERROR!,致傷,#ERROR!
boat-shaped,舟状,#ERROR!
#ERROR!,舟子,#ERROR!
#ERROR!,舟運,#ERROR!
#ERROR!,舟艇,#ERROR!
#ERROR!,舶来,pakurai
#ERROR!,舶来品,pakuraipin
Shipping,舶載,#ERROR!
#ERROR!,舷,#ERROR!
#ERROR!,舷側,#ERROR!
gangway,舷梯,#ERROR!
#ERROR!,舷窓,#ERROR!
#ERROR!,艇庫,#ERROR!
#ERROR!,艇内,#ERROR!
#ERROR!,艇首,#ERROR!
#ERROR!,艇長,#ERROR!
#ERROR!,艶美,#ERROR!
#ERROR!,艶聞,#ERROR!
#ERROR!,艶女,#ERROR!
gloss book,艶書,#ERROR!
Sexy smile,艶笑,#ERROR!
#ERROR!,芭蕉,
#ERROR!,芯,#ERROR!
#ERROR!,芳情,#ERROR!
#ERROR!,芳名,#ERROR!
#ERROR!,芳流,hōryūn
#ERROR!,芳志,#ERROR!
#ERROR!,芳醇,#ERROR!
caustic,苛性,hasei
Some,若干,#ERROR!
#ERROR!,若輩,#ERROR!
#ERROR!,英仏,#ERROR!
#ERROR!,英断,#ERROR!
English letters,英字,#ERROR!
#ERROR!,英中,#ERROR!
#ERROR!,英語,#ERROR!
British Army,英軍,#ERROR!
#ERROR!,英學,#ERROR!
#ERROR!,英和,eihwa
British ships,英艦,eikan
#ERROR!,英系,#ERROR!
Eiken,英検,#ERROR!
#ERROR!,英気,#ERROR!
#ERROR!,英名,eimei
Hideaki,英明,#ERROR!
#ERROR!,英霊,#ERROR!
British colony,英領,eiryōn
#ERROR!,英才,#ERROR!
English and numbers,英数,#ERROR!
#ERROR!,英紙,#ERROR!
English books,英書,#ERROR!
English and German,英独,#ERROR!
#ERROR!,英俊,#ERROR!
#ERROR!,英傑,#ERROR!
noble figure,英姿,#ERROR!
#ERROR!,茎葉,#ERROR!
crown of thorns,荊冠,#ERROR!
#ERROR!,荊棘,#ERROR!
#ERROR!,荒天,#ERROR!
#ERROR!,荒淫,#ERROR!
#ERROR!,荒蕪,#ERROR!
#ERROR!,荘田,#ERROR!
#ERROR!,荘内,#ERROR!
lord,荘主,#ERROR!
Solemn,荘重,#ERROR!
Charge,荷電,#ERROR!
load,荷重,#ERROR!
#ERROR!,菊,#ERROR!
#ERROR!,菊判,#ERROR!
Kikusui,菊水,#ERROR!
#ERROR!,菌,#ERROR!
fungi,菌類,#ERROR!
bacterial body,菌体,#ERROR!
#ERROR!,菌糸,#ERROR!
iris,菖蒲,
Nane root,菜根,tsaikon
#ERROR!,菜館,#ERROR!
vegetarian,菜食,#ERROR!
#ERROR!,萎靡,#ERROR!
#ERROR!,萱草,tsō
#ERROR!,著,tso
Works,著作,tsotsaku
#ERROR!,著者,#ERROR!
book,著書,#ERROR!
Funeral customs,葬法,#ERROR!
funeral,葬礼,#ERROR!
#ERROR!,葬列,sōryes
Funeral system,葬制,#ERROR!
#ERROR!,葬送,#ERROR!
#ERROR!,葬儀,#ERROR!
#ERROR!,蒙昧,#ERROR!
purple willow,蒲柳,#ERROR!
#ERROR!,蒸気,#ERROR!
#ERROR!,蒸着,#ERROR!
Transpiration,蒸散,#ERROR!
#ERROR!,蒼鉛,#ERROR!
#ERROR!,蒼空,#ERROR!
#ERROR!,蒼生,#ERROR!
blue sky,蒼天,tsāntyen
#ERROR!,蒼穹,#ERROR!
Azure Dragon,蒼竜,#ERROR!
#ERROR!,蓋石,#ERROR!
#ERROR!,蓬莱,#ERROR!
lotus stand,蓮台,#ERROR!
#ERROR!,蔑称,#ERROR!
#ERROR!,蕃書,#ERROR!
#ERROR!,蕃地,#ERROR!
#ERROR!,蕃人,#ERROR!
#ERROR!,蕉門,#ERROR!
#ERROR!,蕉風,#ERROR!
Prodigal son,蕩児,#ERROR!
#ERROR!,蕩尽,tsin
coldhearted,薄情,#ERROR!
#ERROR!,薄幸,pakukēn
Low wage,薄給,pakkkes
twilight,薄明,#ERROR!
#ERROR!,薄命,#ERROR!
flake,薄片,#ERROR!
thin layer,薄層,#ERROR!
small apology,薄謝,#ERROR!
#ERROR!,薄い,#ERROR!
#ERROR!,薄暮,pakubo
Thin Ice,薄氷,#ERROR!
#ERROR!,薄荷,#ERROR!
Nagigami,薙髪,#ERROR!
#ERROR!,薩,#ERROR!
Satsuma people,薩人,#ERROR!
Satsuma-English,薩英,#ERROR!
#ERROR!,薪水,#ERROR!
firewood and charcoal,薪炭,#ERROR!
#ERROR!,薫香,#ERROR!
Fragrant breeze,薫風,#ERROR!
#ERROR!,薫陶,#ERROR!
smoked,薫製,#ERROR!
Wisteria,藤花,tōhwa
#ERROR!,藤八,#ERROR!
algae,藻類,#ERROR!
tiger tail,虎尾,hobi
tiger mouth,虎口,#ERROR!
#ERROR!,虎視,#ERROR!
#ERROR!,虎児,hozhi
#ERROR!,虎狼,#ERROR!
tiger hole,虎穴,#ERROR!
#ERROR!,虐政,#ERROR!
Truth and Fiction,虚実,#ERROR!
#ERROR!,虚構,#ERROR!
false name,虚名,#ERROR!
nihilism,虚無主義,#ERROR!
Empty formalities,虚礼,#ERROR!
#ERROR!,虚数,hyosū
#ERROR!,虚像,#ERROR!
#ERROR!,虚心,#ERROR!
bravado,虚勢,#ERROR!
#ERROR!,虚業,#ERROR!
frailty,虚弱,#ERROR!
#ERROR!,虚飾,#ERROR!
prisoner,虜囚,#ERROR!
Insect damage,虫害,#ERROR!
#ERROR!,虫垂,#ERROR!
iris,虹彩,#ERROR!
#ERROR!,蚕食,#ERROR!
sericulture,蚕業,#ERROR!
#ERROR!,蚕糸,chanshi
egg white,卵白,#ERROR!
protein,蛋白質,#ERROR!
barbarism,蛮,#ERROR!
#ERROR!,蛮行,#ERROR!
barbarism,蛮勇,#ERROR!
#ERROR!,蛮風,#ERROR!
#ERROR!,蛮声,manshei
#ERROR!,蛮社,#ERROR!
savage tribe,蛮族,#ERROR!
barbarian,蛮人,#ERROR!
#ERROR!,蛮夷,#ERROR!
#ERROR!,蛾,#ERROR!
moth eyebrows,蛾眉,#ERROR!
#ERROR!,蜜月,misswes
#ERROR!,"蜜月,新婚旅行",#ERROR!
beeswax,蜜蝋,mislas
eclipse,蝕,
mantis crab,蝦蛄,
butterfly,蝶々,#ERROR!
melting,融解,#ERROR!
melting snow,融雪,#ERROR!
Melting point,融点,#ERROR!
Snail hair,螺髪,#ERROR!
#ERROR!,蟹座,#ERROR!
#ERROR!,蠍座,#ERROR!
guard,衛兵,#ERROR!
#ERROR!,衛星,weisei
hygiene,衛生,#ERROR!
#ERROR!,衛生學,#ERROR!
#ERROR!,衛士,#ERROR!
#ERROR!,衛所,#ERROR!
#ERROR!,衛戍,#ERROR!
#ERROR!,衝,tsūn
#ERROR!,衝動,#ERROR!
impact,衝撃,#ERROR!
shocking,衝激,#ERROR!
#ERROR!,衝突,#ERROR!
balance,衡,#ERROR!
#ERROR!,衡平,#ERROR!
#ERROR!,衡量,#ERROR!
#ERROR!,衰亡,#ERROR!
#ERROR!,衰微,#ERROR!
Decrease of old age,衰老,swerō
#ERROR!,衰運,#ERROR!
#ERROR!,衰滅,#ERROR!
#ERROR!,衷心,#ERROR!
#ERROR!,袖中,#ERROR!
laceration,裂傷,#ERROR!
#ERROR!,裂孔,rīskōn
#ERROR!,裂帛,rīs
#ERROR!,裸眼,#ERROR!
nude statue,裸像,#ERROR!
#ERROR!,裸身,#ERROR!
brown,褐,#ERROR!
#ERROR!,褐藻,#ERROR!
#ERROR!,褒賞,#ERROR!
#ERROR!,褒める,#ERROR!
#ERROR!,褒章,#ERROR!
#ERROR!,襲用,tsūsshyō
succession,襲名,#ERROR!
#ERROR!,襲職,tsūcchiku
#ERROR!,覆輪,#ERROR!
Covering with water,覆水,fausui
#ERROR!,覆土,#ERROR!
#ERROR!,覆滅,faumyes
#ERROR!,訊問,#ERROR!
#ERROR!,訪中,#ERROR!
visitor,訪客,#ERROR!
Visit to the United States,訪米,#ERROR!
visit,訪問,#ERROR!
#ERROR!,訪日,#ERROR!
#ERROR!,訪朝,#ERROR!
#ERROR!,訪欧,pānnau
#ERROR!,訪英,#ERROR!
#ERROR!,訪韓,#ERROR!
#ERROR!,詐取,#ERROR!
#ERROR!,詐術,#ERROR!
fraud,詐偽,#ERROR!
#ERROR!,詐欺,#ERROR!
Deception,詐称,satsīn
#ERROR!,詔書,#ERROR!
Poetry,詠,#ERROR!
chant,詠歌,#ERROR!
#ERROR!,詠進,#ERROR!
chant,詠唱,#ERROR!
#ERROR!,詠嘆,#ERROR!
#ERROR!,詮,#ERROR!
#ERROR!,該博,#ERROR!
Applicable,該当,#ERROR!
#ERROR!,誕生,#ERROR!
#ERROR!,誠実,#ERROR!
#ERROR!,誠忠,#ERROR!
#ERROR!,諌臣,#ERROR!
Ryo,諒,#ERROR!
#ERROR!,諭旨,#ERROR!
#ERROR!,諾,#ERROR!
#ERROR!,諾否,#ERROR!
#ERROR!,謀殺,#ERROR!
#ERROR!,謀議,#ERROR!
#ERROR!,謀臣,#ERROR!
#ERROR!,謁,#ERROR!
Tie-copy,謄写,#ERROR!
#ERROR!,謄写版,#ERROR!
#ERROR!,識字,#ERROR!
#ERROR!,識見,#ERROR!
Fudai,譜代,fu
#ERROR!,譜面,#ERROR!
transfer,譲与,#ERROR!
#ERROR!,譲渡,#ERROR!
#ERROR!,譲位,#ERROR!
#ERROR!,谷地,#ERROR!
Sudden change,豹変,#ERROR!
shellfish,貝,#ERROR!
#ERROR!,貢納,#ERROR!
#ERROR!,貢税,#ERROR!
contribution,貢献,#ERROR!
pierced breasts,貫乳,#ERROR!
#ERROR!,貫流,kwanlyūn
Chief priest,貫主,#ERROR!
#ERROR!,貸方,#ERROR!
#ERROR!,貸す,#ERROR!
Balance Sheet,貸借対照表,#ERROR!
trade,貿易,#ERROR!
#ERROR!,賓,#ERROR!
distinguished guest,賓客,#ERROR!
#ERROR!,賓館,#ERROR!
#ERROR!,賜姓,#ERROR!
#ERROR!,賠償,#ERROR!
corvée,賦役,#ERROR!
grant,賦与,#ERROR!
#ERROR!,賦活,#ERROR!
#ERROR!,賦税,#ERROR!
#ERROR!,購入,kōnnyun
