"English","Compound","B1","B2","B3","B4","B5","L1","L2","L3","L4","L5","Izaki Reading","Izaki Reading","Reading
(obsolete)"
"","??","?","?","","","","zou","ris/ryus","","","","zouris/ryus","","?o?nlis"
"","??","?","?","","","","sau","mu","","","","saumu","","?o?nmu"
"","??","?","?","","","","sau","nae","","","","saunae","","?o?nnae"
"","??","?","?","","","","ch?n/j?n","n?n","","","","ch?n/j?nn?n","","?o?no?"
"","??","?","?","","","","zou","pan","","","","zoupan","","?o?npan"
"","??","?","?","","","","zou","hei","","","","zouhei","","?o?npei"
"","??","?","?","","","","sau","h?/h?","","","","sauh?/h?","","?o?npo?"
"","??","?","?","","","","zou","hon/pon","","","","zouhon/pon","","?o?npon"
"","??","?","?","","","","sau","ron","","","","sauron","","?o?nlon"
"","??","?","?","","","","zou","ses","","","","zouses","","?o?nses"
"","??","?","?","","","","sau","so","","","","sauso","","?o?nso"
"","??","?","?","","","","zou","s?n","","","","zous?n","","?o?n?a?n"
"","??","?","?","","","","zou","zhi","","","","zouzhi","","?o?n?i"
"","??","?","?","","","","sau","shis","","","","saushis","","?o?n?is"
"","??","?","?","","","","sau","shu","","","","saushu","","?o?n?u"
"","??","?","?","","","","sau","to","","","","sauto","","?o?nto"
"","??","?","?","","","","sau","se","","","","sause","","?o?ntse"
"","??","?","?","","","","zou","wen","","","","zouwen","","?o?nwen"
"","??","?","?","","","","sau","wi","","","","sauwi","","?o?nwi"
"","??","?","?","","","","sau","zuku","","","","sauzuku","","?o?nzuku"
"","??","?","?","","","","zou","shu","","","","zoushu","","?o?n?u"
"","??","?","?","","","","sau","ch?n","","","","sauch?n","","?o?n?"
"","??","?","?","","","","sau","","","","","sau","","?o?n?"
"","??","?","?","","","","ch?n/j?n","pan","","","","ch?n/j?npan","","?o?pan"
"","??","?","?","","","","ch?n/j?n","h?","","","","ch?n/j?nh?","","?o?po?"
"","??","?","?","","","","ch?n/j?n","rai","","","","ch?n/j?nrai","","?o?rai"
"","??","?","?","","","","ch?n/j?n","ryen","","","","ch?n/j?nryen","","?o?rjen"
"","??","?","?","","","","ch?n/j?n","s?","","","","ch?n/j?ns?","","?o?so?"
"","??","?","?","","","","ch?n/j?n","s?n","","","","ch?n/j?ns?n","","?o??a?n"
"","??","?","?","","","","ch?n/j?n","sh?n","","","","ch?n/j?nsh?n","","?o??a?n"
"","??","?","?","","","","ch?n/j?n","cheke","","","","ch?n/j?ncheke","","?o??eku"
"","??","?","?","","","","ch?n/j?n","shi","","","","ch?n/j?nshi","","?o??i"
"","??","?","?","","","","ch?n/j?n","shin","","","","ch?n/j?nshin","","?o??in"
"","??","?","?","","","","ch?n/j?n","shis","","","","ch?n/j?nshis","","?o??is"
"","??","?","?","","","","ch?n/j?n","shus","","","","ch?n/j?nshus","","?o??us"
"","??","?","?","","","","ch?n/j?n","tai","","","","ch?n/j?ntai","","?o?tai"
"","??","?","?","","","","ch?n/j?n","ten","","","","ch?n/j?nten","","?o?ten"
"","??","?","?","","","","ch?n/j?n","chiku","","","","ch?n/j?nchiku","","?o??oku"
"","??","?","?","","","","ch?n/j?n","cheke","","","","ch?n/j?ncheke","","?o??eku"
"","??","?","?","","","","ch?n/j?n","zei","","","","ch?n/j?nzei","","?o?ze"
"","??","?","?","","","","ch?n/j?n","","","","","ch?n/j?n","","?o??"
"","??","?","?","","","","ch?n/j?n","wi","","","","ch?n/j?nwi","","?o?wi"
"","??","?","?","","","","ch?n/j?n","sau","","","","ch?n/j?nsau","","?o?su?"
"","??","?","?","","","","ch?n/j?n","s?","","","","ch?n/j?ns?","","?o?so?"
"","??","?","?","","","","ch?n/j?n","paku","","","","ch?n/j?npaku","","?o?paku"
"","??","?","?","","","","ch?n/j?n","chos","","","","ch?n/j?nchos","","?o??"
"","??","?","?","","","","ch?n/j?n","","","","","ch?n/j?n","","?o??"
"","??","?","?","","","","ch?n/j?n","tuku","","","","ch?n/j?ntuku","","?o??"
"","??","?","?","","","","ch?n/j?n","zoi","","","","ch?n/j?nzoi","","?o??oi"
"","??","?","?","","","","zho","moku","","","","zhomoku","","?omuku"
"","??","?","?","","","","zho","ry?","","","","zhory?","","?oru"
"","??","?","?","","","","zho","tsuku","","","","zhotsuku","","?o?iku"
"","??","?","?","","","","zho","z?","","","","zhoz?","","?o?a?n"
"","?","?","","","","","chu","#NUM!","","","","#NUM!","","?u"
"","??","?","?","","","","zuku","ch?n","","","","zukuch?n","","?u?"
"","?","?","","","","","ch?n","#NUM!","","","","#NUM!","","?u?"
"","?","?","","","","","zh?","#NUM!","","","","#NUM!","","?u?"
"","??","?","?","","","","ch?n","d?","","","","ch?nd?","","?u?do?"
"","??","?","?","","","","zh?","d?","","","","zh?d?","","?u?do?"
"","??","?","?","","","","zh?","chai","","","","zh?chai","","?u??ai"
"","??","?","?","","","","ch?n","yu","","","","ch?nyu","","?u?gu"
"","??","?","?","","","","zh?","p?n","","","","zh?p?n","","?u?hei"
"","??","?","?","","","","zh?","kan","","","","zh?kan","","?u?kan"
"","??","?","?","","","","zh?","ken","","","","zh?ken","","?u?ken"
"","??","?","?","","","","zh?","ky?","","","","zh?ky?","","?u?kjo?n"
"","??","?","?","","","","ch?n","m?n","","","","ch?nm?n","","?u?ma?n"
"","??","?","?","","","","zh?","min","","","","zh?min","","?u?min"
"","??","?","?","","","","ch?n","moku","","","","ch?nmoku","","?u?muku"
"","??","?","?","","","","zh?","h?/h?","","","","zh?h?/h?","","?u?po?"
"","??","?","?","","","","ch?n","san","","","","ch?nsan","","?u?san"
"","??","?","?","","","","ch?n","to","","","","ch?nto","","?u?to"
"","??","?","?","","","","zh?","to/tsu","","","","zh?to/tsu","","?u?to"
"","??","?","?","","","","ch?n","chi","","","","ch?nchi","","?u??i"
"","??","?","?","","","","zh?","zei","","","","zh?zei","","?u?ze"
"","??","?","?","","","","ch?n","s?n","","","","ch?ns?n","","?u?zo?"
"","??","?","?","","","","ch?n","zhin","","","","ch?nzhin","","?u??in"
"","??","?","?","","","","ch?n","kwa","","","","ch?nkwa","","?u??"
"","??","?","?","","","","shu","hou","","","","shuhou","","?uga?"
"","??","?","?","","","","shu","pai","","","","shupai","","?uhai"
"","??","?","?","","","","chu","yu","","","","chuyu","","?uju"
"","??","?","?","","","","shu","ka","","","","shuka","","?uka"
"","??","?","?","","","","shu","ki","","","","shuki","","?uki"
"","??","?","?","","","","shu","ki","","","","shuki","","?uki"
"","??","?","?","","","","chu","ku","","","","chuku","","?uku"
"","??","?","?","","","","chu","moku","","","","chumoku","","?umuku"
"","??","?","?","","","","chu","mun","","","","chumun","","?umun"
"","??","?","?","","","","shu","nuku","","","","shunuku","","?unuku"
"","??","?","?","","","","shu","ran","","","","shuran","","?uran"
"","??","?","?","","","","chu","riki/r?","","","","churiki/r?","","?uriki"
"","??","?","?","","","","shu","ry?n","","","","shury?n","","?urjo"
"","??","?","?","","","","shu","roi","","","","shuroi","","?urwi"
"","?","?","","","","","chus","#NUM!","","","","#NUM!","","?us"
"","??","?","?","","","","shu","shaki","","","","shushaki","","?useku"
"","??","?","?","","","","shu","seku","","","","shuseku","","?useku"
"","??","?","?","","","","chus","go","","","","chusgo","","?usko"
"","??","?","?","","","","chus","hou","","","","chushou","","?usku?"
"","??","?","?","","","","chus","s?","","","","chuss?","","?ussu"
"","??","?","?","","","","chus","?en","","","","chus?en","","?u??en"
"","??","?","?","","","","chus","ju","","","","chusju","","?u??u"
"","??","?","?","","","","chu","sui","","","","chusui","","?usui"
"","??","?","?","","","","chu","sha","","","","chusha","","?u?a"
"","??","?","?","","","","shu","shin/jin","","","","shushin/jin","","?u?in"
"","??","?","?","","","","shu","shoku","","","","shushoku","","?u?oku"
"","??","?","?","","","","shu","toku","","","","shutoku","","?utoku"
"","??","?","?","","","","chus","tseku","","","","chustseku","","?u??aku"
"","??","?","?","","","","shu","tsi","","","","shutsi","","?u?i"
"","??","?","?","","","","chu","wi","","","","chuwi","","?uwi"
"","??","?","?","","","","shu","che","","","","shuche","","?uzai"
"","??","?","?","","","","shu","zei","","","","shuzei","","?uze"
"","??","?","?","","","","shu","","","","","shu","","?u?"
"","??","?","?","","","","chu","ch?n","","","","chuch?n","","?u?"
"","??","?","?","","","","shu","tsai","","","","shutsai","","?u?"
"","??","?","?","","","","chis","nan","","","","chisnan","","?dan"
"","??","?","?","","","","chis","ya","","","","chisya","","?ja"
"","??","?","?","","","","chis","y?","","","","chisy?","","?jo"
"","??","?","?","","","","chis","mi","","","","chismi","","?mi"
"","??","?","?","","","","chis","ten","","","","chisten","","??en"
"","??","?","?","","","","chis","ri","","","","chisri","","??"
"","??","?","?","","","","chis","tsin","","","","chistsin","","??in"
"","??","?","?","","","","??n","fu","","","","??nfu","","?pu"
"","??","?","?","","","","??n","nuku","","","","??nnuku","","??"
"","??","?","?","","","","ka","zhin","","","","kazhin","","??in"
"","??","?","?","","","","fu","zhin","","","","fuzhin","","?"
"","??","?","?","","","","cha","jwa","","","","chajwa","","??wa"
"","??","?","?","","","","ku","?i","","","","ku?i","","??i"
"","??","?","?","","","","ku","zh?n","","","","kuzh?n","","??a?n"
"","??","?","?","","","","pei","tsu","","","","peitsu","","??u"
"","??","?","?","","","","pei","","","","","pei","","??"
"","??","?","?","","","","","s?n","","","","s?n","","?so?"
"","??","?","?","","","","pei","ris/ryus","","","","peiris/ryus","","?ris"
"","??","?","?","","","","pei","sau","","","","peisau","","?so"
"","??","?","?","","","","pei","shin","","","","peishin","","??in"
"","??","?","?","","","","pei","ts?n","","","","peits?n","","??o?"
"","??","?","?","","","","kan","yaku","","","","kanyaku","","?jaku"
"","??","?","?","","","","tan","?en","","","","tan?en","","??en"
"","??","?","?","","","","tan","tyen","","","","tantyen","","??en"
"","??","?","?","","","","tan","chei","","","","tanchei","","?sei"
"","??","?","?","","","","tan","toku","","","","tantoku","","?toku"
"","??","?","?","","","","tan","sei","","","","tansei","","??"
"","??","?","?","","","","os","ho","","","","osho","","?ho"
"","???","?","?","?","","","os","nyo","","","","osnyo","","?no?wa"
"","??","?","?","","","","os","tsu","","","","ostsu","","??u"
"","??","?","?","","","","os","bo","","","","osbo","","??"
"","??","?","?","","","","kwi","kan","","","","kwikan","","??"
"","??","?","?","","","","ho","jo","","","","hojo","","??o"
"","??","?","?","","","","ho","kei","","","","hokei","","?kei"
"","??","?","?","","","","ho","sen","","","","hosen","","?sen"
"","??","?","?","","","","","tsi","","","","tsi","","??i"
"","??","?","?","","","","","sh?","","","","sh?","","??o?"
"","??","?","?","","","","ky?n","y?","","","","ky?ny?","","?ju"
"","??","?","?","","","","","ki","","","","ki","","?ki"
"","??","?","?","","","","","hou","","","","hou","","?po?"
"","??","?","?","","","","k?n","kaku","","","","k?nkaku","","?kaku"
"","??","?","?","","","","k?n","","","","","k?n","","??"
"","??","?","?","","","","ju","kan","","","","jukan","","?kan"
"","??","?","?","","","","ju","chai","","","","juchai","","?sai"
"","???","?","?","?","","","ju","chai","","","","juchai","","?sai?in"
"","??","?","?","","","","ju","sh?","","","","jush?","","??un"
"","?","?","","","","","","#NUM!","","","","#NUM!","","?"
"","??","?","?","","","","","ch?n","","","","ch?n","","??a?n"
"","??","?","?","","","","fuku","zai","","","","fukuzai","","??ai"
"","??","?","?","","","","fuku","p?n","","","","fukup?n","","?hei"
"","??","?","?","","","","fuku","ma","","","","fukuma","","?ma"
"","??","?","?","","","","fuku","ry?n","","","","fukury?n","","?rjun"
"","??","?","?","","","","bos","moku","","","","bosmoku","","?muku"
"","??","?","?","","","","paku","raku","","","","pakuraku","","?raku"
"","??","?","?","","","","paku","ry?n","","","","pakury?n","","?rja?n"
"","??","?","?","","","","paku","ju","","","","pakuju","","??"
"","??","?","?","","","","ban","sau","","","","bansau","","?so"
"","??","?","?","","","","tsi","hau","","","","tsihau","","?ho?"
"","??","?","?","","","","ka","ky?","","","","kaky?","","kekjo?n"
"","??","?","?","","","","ka","pin","","","","kapin","","kepin"
"","??","?","?","","","","ka","tsaku","","","","katsaku","","kesaku"
"","??","?","?","","","","ka","hwa","","","","kahwa","","kewa"
"","??","?","?","","","","ka","zhin","","","","kazhin","","ke?in"
"","??","?","?","","","","pei","k?/gy?n/sh?n","","","","peik?/gy?n/sh?n","","pjo?gjo?"
"","??","?","?","","","","pei","y?","","","","peiy?","","pjo?ju"
"","??","?","?","","","","pei","kes","","","","peikes","","pjo?kes"
"","??","?","?","","","","pei","pas","","","","peipas","","pjo?pas"
"","??","?","?","","","","pei","sas","","","","peisas","","pjo?sas"
"","??","?","?","","","","pei","shau","","","","peishau","","pjo??u"
"","??","?","?","","","","pei","doku","","","","peidoku","","pjo?toku"
"","??","?","?","","","","pei","sai","","","","peisai","","pjo??ai"
"","??","?","?","","","","pei","chi","","","","peichi","","pjo??i"
"","??","?","?","","","","pei","yan","","","","peiyan","","pjo?kwan"
"","??","?","?","","","","zhi","ju","","","","zhiju","","??u"
"","??","?","?","","","","zhi","k?n","","","","zhik?n","","?ka?n"
"","??","?","?","","","","zhi","sha","","","","zhisha","","??a"
"","??","?","?","","","","zhi","wi","","","","zhiwi","","?wi"
"","??","?","?","","","","zhi","jin","","","","zhijin","","??in"
"","??","?","?","","","","zhi","t?n","","","","zhit?n","","??"
"","??","?","?","","","","zhi","r?n","","","","zhir?n","","??"
"","??","?","?","","","","ky?","chus","","","","ky?chus","","??us"
"","??","?","?","","","","ky?","y?","","","","ky?y?","","?jo?"
"","??","?","?","","","","ky?","kes","","","","ky?kes","","?kju?"
"","??","?","?","","","","ky?","hwa","","","","ky?hwa","","?kwa"
"","??","?","?","","","","ky?","mai","","","","ky?mai","","?mai"
"","??","?","?","","","","ky?","shi","","","","ky?shi","","??i"
"","??","?","?","","","","ky?","taku","","","","ky?taku","","?taku"
"","??","?","?","","","","ky?","s?n","","","","ky?s?n","","?zo?"
"","??","?","?","","","","ky?","h?n","","","","ky?h?n","","??"
"","??","?","?","","","","ky?","kyo","","","","ky?kyo","","??"
"","??","?","?","","","","ky?","sen","","","","ky?sen","","??"
"","??","?","?","","","","kyos","kyeku","","","","kyoskyeku","","?kjeku"
"","??","?","?","","","","bu","nis","","","","bunis","","?nis"
"","??","?","?","","","","tsin","pon","","","","tsinpon","","?han"
"","??","?","?","","","","tsin","hwa","","","","tsinhwa","","?hwa"
"","??","?","?","","","","tsin","nyun","","","","tsinnyun","","?nju?n"
"","??","?","?","","","","tsin","ryaku","","","","tsinryaku","","?rjaku"
"","??","?","?","","","","tsin","shus","","","","tsinshus","","??us"
"","??","?","?","","","","tsin","","","","","tsin","","??"
"","??","?","?","","","","tsin","ts?s","","","","tsints?s","","??"
"","??","?","?","","","","kei","ry?","","","","keiry?","","?ru"
"","??","?","?","","","","kei","sen","","","","keisen","","?sen"
"","??","?","?","","","","kei","ts?","","","","keits?","","?so?"
"","??","?","?","","","","kei","s?","","","","keis?","","?su"
"","??","?","?","","","","kei","suku","","","","keisuku","","?zuku"
"","??","?","?","","","","kei","rwi","","","","keirwi","","?lwi"
"","??","?","?","","","","suku","on","","","","sukuon","","?on"
"","??","?","?","","","","suku","sei","","","","sukusei","","?sei"
"","??","?","?","","","","suku","shin","","","","sukushin","","??in"
"","??","?","?","","","","shun","sai","","","","shunsai","","?sai"
"","??","?","?","","","","shun","suku","","","","shunsuku","","?soku"
"","??","?","?","","","","shun","bin","","","","shunbin","","??"
"","??","?","?","","","","shun","z?","","","","shunz?","","??"
"","??","?","?","","","","shun","ei","","","","shunei","","?ei"
"","?","?","","","","","h?n","#NUM!","","","","#NUM!","","?"
"","??","?","?","","","","h?n","kes","","","","h?nkes","","?kju?"
"","?","?","","","","","hau","#NUM!","","","","#NUM!","","ho?"
"","??","?","?","","","","hau","po","","","","haupo","","ho?ho"
"","??","?","?","","","","hau","zhin","","","","hauzhin","","ho??in"
"","??","?","?","","","","chake","zai","","","","chakezai","","??ai"
"","??","?","?","","","","chake","kei","","","","chakekei","","?kei"
"","??","?","?","","","","chake","kin","","","","chakekin","","?kin"
"","??","?","?","","","","chake","p?n","","","","chakep?n","","?po?"
"","??","?","?","","","","chake","ran","","","","chakeran","","?ran"
"","???","?","?","?","","","chake","","","","","chake","","???"
"","??","?","?","","","","chake","kwan","","","","chakekwan","","??"
"","??","?","?","","","","","","","","","","","??"
"","??","?","?","","","","wi","kan","","","","wikan","","?kwan"
"","??","?","?","","","","wi","riki/r?","","","","wiriki/r?","","?riki"
"","??","?","?","","","","wi","sai","","","","wisai","","?sai"
"","???","?","?","?","","","wi","??n","","","","wi??n","","??pu"
"","??","?","?","","","","wi","kou","","","","wikou","","?ko?"
"","??","?","?","","","","tei","chi","","","","teichi","","??i"
"","??","?","?","","","","gau","yen","","","","gauyen","","?jen"
"","??","?","?","","","","gau","s?","","","","gaus?","","?su"
"","??","?","?","","","","gau","s?n","","","","gaus?n","","??a?n"
"","??","?","?","","","","wi","aku","","","","wiaku","","?aku"
"","??","?","?","","","","wi","kei","","","","wikei","","?kei"
"","??","?","?","","","","wi","tsaku","","","","witsaku","","?saku"
"","??","?","?","","","","wi","sho","","","","wisho","","??o"
"","??","?","?","","","","wi","sh?","","","","wish?","","??o?"
"","??","?","?","","","","p?","shu","","","","p?shu","","??u"
"","??","?","?","","","","p?","kei","","","","p?kei","","?kei"
"","??","?","?","","","","p?","kun","","","","p?kun","","?kun"
"","??","?","?","","","","p?","ry?n","","","","p?ry?n","","?rjun"
"","??","?","?","","","","p?","sen","","","","p?sen","","?sen"
